,Date,ID
0,2021/02/01,1356039058816978945.txt
1,2021/02/01,1356039426137178112.txt
2,2021/02/01,1356040347948703747.txt
3,2021/02/01,1356041713056325632.txt
4,2021/02/01,1356127656534700033.txt
5,2021/02/01,1356212640285003776.txt
6,2021/02/01,1356230954709364746.txt
7,2021/02/01,1356133105103380481.txt
8,2021/02/01,1356160357761507329.txt
9,2021/02/01,1356210698162819074.txt
10,2021/02/01,1356231796661215235.txt
11,2021/02/01,1356238600183013609.txt
12,2021/02/01,1356249228079624193.txt
13,2021/02/01,1356289729453387776.txt
14,2021/02/01,1356313750886760448.txt
15,2021/02/01,1356320355564965889.txt
16,2021/02/02,1356418922623299584.txt
17,2021/02/02,1356426360898650113.txt
18,2021/02/02,1356546931502108672.txt
19,2021/02/02,1356513151764824066.txt
20,2021/02/02,1356514395484954625.txt
21,2021/02/02,1356538701304770561.txt
22,2021/02/02,1356545998357745669.txt
23,2021/02/02,1356546625468997633.txt
24,2021/02/02,1356546923017035776.txt
25,2021/02/02,1356560501946286080.txt
26,2021/02/02,1356562697685331972.txt
27,2021/02/02,1356586834613080065.txt
28,2021/02/02,1356597454284619777.txt
29,2021/02/02,1356604537042137088.txt
30,2021/02/02,1356605188312764419.txt
31,2021/02/02,1356608854101004290.txt
32,2021/02/02,1356609003984355330.txt
33,2021/02/02,1356609186835103744.txt
34,2021/02/02,1356609315759681538.txt
35,2021/02/02,1356609442641453056.txt
36,2021/02/02,1356615993338912779.txt
37,2021/02/02,1356617624763830273.txt
38,2021/02/02,1356621526372667392.txt
39,2021/02/02,1356621933521956864.txt
40,2021/02/02,1356623545929854979.txt
41,2021/02/02,1356623728138850304.txt
42,2021/02/02,1356624508480671744.txt
43,2021/02/02,1356626157890899972.txt
44,2021/02/02,1356631982525059074.txt
45,2021/02/02,1356635123148460032.txt
46,2021/02/02,1356635388916322310.txt
47,2021/02/02,1356645488913604610.txt
48,2021/02/02,1356649006349357063.txt
49,2021/02/02,1356666502909317120.txt
50,2021/02/02,1356667772479049733.txt
51,2021/02/02,1356672110324776961.txt
52,2021/02/02,1356677777596895233.txt
53,2021/02/02,1356677779538890752.txt
54,2021/02/02,1356678036159008768.txt
55,2021/02/02,1356681406257131521.txt
56,2021/02/02,1356688515992494081.txt
57,2021/02/02,1356692977779834886.txt
58,2021/02/02,1356703721904689152.txt
59,2021/02/02,1356707314737106947.txt
60,2021/02/02,1356707931408846848.txt
61,2021/02/02,1356727855892238336.txt
62,2021/02/02,1356718800566030336.txt
63,2021/02/02,1356721075120345088.txt
64,2021/02/02,1356727916797718530.txt
65,2021/02/02,1356729898161696768.txt
66,2021/02/02,1356738897129082880.txt
67,2021/02/02,1356744443181715456.txt
68,2021/02/02,1356746351913000961.txt
69,2021/02/02,1356753341947150336.txt
70,2021/02/03,1356849789011288064.txt
71,2021/02/03,1356767456874782725.txt
72,2021/02/03,1356775113857720321.txt
73,2021/02/03,1356776710167949312.txt
74,2021/02/03,1356795552340434944.txt
75,2021/02/03,1356807884340826115.txt
76,2021/02/03,1356818566536921089.txt
77,2021/02/03,1356818574208208900.txt
78,2021/02/03,1356820004239409152.txt
79,2021/02/03,1356820975644413959.txt
80,2021/02/03,1356828552130224128.txt
81,2021/02/03,1356837221135880193.txt
82,2021/02/03,1356838466458292224.txt
83,2021/02/03,1356847326707417094.txt
84,2021/02/03,1356848876934754306.txt
85,2021/02/03,1356849075975450624.txt
86,2021/02/03,1356849224952938502.txt
87,2021/02/03,1356849452833673216.txt
88,2021/02/03,1356849634346373120.txt
89,2021/02/03,1356853769867202563.txt
90,2021/02/03,1356858767632068608.txt
91,2021/02/03,1356861952522215427.txt
92,2021/02/03,1356873259589881856.txt
93,2021/02/03,1356876387819220992.txt
94,2021/02/03,1356882285207801858.txt
95,2021/02/03,1356882553966272512.txt
96,2021/02/03,1356894912797573122.txt
97,2021/02/03,1356896134975737857.txt
98,2021/02/03,1356897394135232512.txt
99,2021/02/03,1356899169173073924.txt
100,2021/02/03,1356908727857733632.txt
101,2021/02/03,1356923442247782405.txt
102,2021/02/03,1356945498733637636.txt
103,2021/02/03,1356947872357380097.txt
104,2021/02/03,1356954463848681474.txt
105,2021/02/03,1356959824425050123.txt
106,2021/02/03,1356961753733623810.txt
107,2021/02/03,1356965616335294467.txt
108,2021/02/03,1356967164306104323.txt
109,2021/02/03,1356881832579633155.txt
110,2021/02/03,1356968127943249920.txt
111,2021/02/03,1356973172847857665.txt
112,2021/02/03,1356975058665623558.txt
113,2021/02/03,1356975966896050180.txt
114,2021/02/03,1356979057578004482.txt
115,2021/02/03,1356979379478302722.txt
116,2021/02/03,1356980290183327744.txt
117,2021/02/03,1356983028677967874.txt
118,2021/02/03,1356983724395487232.txt
119,2021/02/03,1356984155720966152.txt
120,2021/02/03,1356985838815436800.txt
121,2021/02/03,1356985854946729987.txt
122,2021/02/03,1356986736186777600.txt
123,2021/02/03,1356989260696457221.txt
124,2021/02/03,1356990212484698112.txt
125,2021/02/03,1356990549765443584.txt
126,2021/02/03,1356990985339764737.txt
127,2021/02/03,1356994536912818183.txt
128,2021/02/03,1356996205427920897.txt
129,2021/02/03,1356999418386374680.txt
130,2021/02/03,1356999943785955331.txt
131,2021/02/03,1357002148244987906.txt
132,2021/02/03,1357009159728713728.txt
133,2021/02/03,1357015102361399298.txt
134,2021/02/03,1357017528262819840.txt
135,2021/02/03,1357033471936356353.txt
136,2021/02/03,1357048729694441472.txt
137,2021/02/03,1357049261397970945.txt
138,2021/02/03,1357053978400313344.txt
139,2021/02/03,1357061370609557505.txt
140,2021/02/03,1357068860327825409.txt
141,2021/02/03,1357074140914569216.txt
142,2021/02/03,1357085641473839107.txt
143,2021/02/03,1357096532609142784.txt
144,2021/02/03,1357097236920815616.txt
145,2021/02/03,1357104332735475712.txt
146,2021/02/03,1357108722846162944.txt
147,2021/02/03,1357111184659341312.txt
148,2021/02/03,1357113652202008577.txt
149,2021/02/03,1357114236506263553.txt
150,2021/02/03,1356980228510289924.txt
151,2021/02/03,1357100438756024321.txt
152,2021/02/04,1357121118016991232.txt
153,2021/02/04,1357135305845821440.txt
154,2021/02/04,1357136543161348097.txt
155,2021/02/04,1357140941614817282.txt
156,2021/02/04,1357141742626111489.txt
157,2021/02/04,1357142839017107457.txt
158,2021/02/04,1357147293384777733.txt
159,2021/02/04,1357134536925093888.txt
160,2021/02/04,1357222619804626945.txt
161,2021/02/04,1357152192461946881.txt
162,2021/02/04,1357155233365827585.txt
163,2021/02/04,1357158703217090561.txt
164,2021/02/04,1357159890435809282.txt
165,2021/02/04,1357161367455715328.txt
166,2021/02/04,1357161932180971523.txt
167,2021/02/04,1357162243725565953.txt
168,2021/02/04,1357169732110094338.txt
169,2021/02/04,1357171039659167745.txt
170,2021/02/04,1357171897977372673.txt
171,2021/02/04,1357176123960958976.txt
172,2021/02/04,1357177036737978368.txt
173,2021/02/04,1357181637591592962.txt
174,2021/02/04,1357182021588508676.txt
175,2021/02/04,1357185727482765312.txt
176,2021/02/04,1357191034816458754.txt
177,2021/02/04,1357193446277091328.txt
178,2021/02/04,1357195401011494912.txt
179,2021/02/04,1357202273961533440.txt
180,2021/02/04,1357206338024034305.txt
181,2021/02/04,1357208655582564352.txt
182,2021/02/04,1357216969779511296.txt
